Date,Month,Channel,Campaign,Device,Visitors,Leads,Qualified_Leads,Proposals,Customers,Avg_Deal_Value,Revenue,Ad_Spend,ROI_%
2024-09-16,2024-09,Organic Search,Newsletter,Desktop,360,112,66,29,14,1757,24598,1562.4,1474.4
2024-06-07,2024-06,Social Media,Summer Sale,Desktop,234,37,13,5,1,692,692,984.57,-29.7
2024-11-12,2024-11,Email Campaign,Product Launch,Desktop,293,107,66,31,15,896,13440,2951.06,355.4
2024-07-09,2024-07,Paid Ads,Summer Sale,Desktop,171,50,18,7,2,1021,2042,1480.5,37.9
2024-06-07,2024-06,Paid Ads,Summer Sale,Mobile,411,126,43,17,5,1597,7985,1241.1,543.4
2024-06-29,2024-06,Organic Search,Brand Awareness,Desktop,193,60,36,19,9,1854,16686,649.2,2470.2
2024-10-16,2024-10,Organic Search,Summer Sale,Mobile,323,95,47,27,10,1186,11860,1210.3,879.9
2024-02-29,2024-02,Organic Search,Summer Sale,Desktop,260,80,43,22,11,1727,18997,1313.6,1346.2
2024-11-14,2024-11,Paid Ads,Retargeting,Mobile,81,25,10,3,1,500,500,237.25,110.7
2024-10-15,2024-10,Paid Ads,Summer Sale,Tablet,285,71,26,10,3,830,2490,2837.87,-12.3
2024-01-28,2024-01,Referral,Brand Awareness,Mobile,399,196,116,80,49,1437,70413,7024.64,902.4
2024-08-11,2024-08,Email Campaign,Summer Sale,Mobile,179,64,38,22,9,574,5166,2021.76,155.5
2024-01-03,2024-01,Referral,Brand Awareness,Tablet,316,146,95,65,38,588,22344,1715.5,1202.5
2024-02-24,2024-02,Social Media,Newsletter,Tablet,339,62,24,9,2,274,548,1571.7,-65.1
2024-12-22,2024-12,Organic Search,Summer Sale,Mobile,404,110,69,29,12,981,11772,2800.6,320.3
2024-11-13,2024-11,Social Media,Newsletter,Mobile,380,62,23,10,3,1690,5070,2125.36,138.5
2024-11-04,2024-11,Paid Ads,Newsletter,Desktop,201,55,21,7,2,1070,2140,1519.65,40.8
2024-02-12,2024-02,Social Media,Summer Sale,Desktop,158,29,11,4,1,1283,1283,1104.9,16.1
2024-11-09,2024-11,Social Media,Brand Awareness,Desktop,194,36,14,5,1,1717,1717,995.4,72.5
2024-10-23,2024-10,Email Campaign,Product Launch,Desktop,274,109,61,37,18,1680,30240,2471.03,1123.8
2024-02-14,2024-02,Social Media,Brand Awareness,Mobile,210,42,15,5,1,1920,1920,1044.96,83.7
2024-09-08,2024-09,Organic Search,Brand Awareness,Mobile,174,53,24,13,5,1314,6570,1469.16,347.2
2024-08-02,2024-08,Referral,Summer Sale,Desktop,165,93,72,46,27,740,19980,863.97,2212.6
2024-04-30,2024-04,Referral,Brand Awareness,Mobile,307,175,139,93,64,857,54848,6576.5,734.0
2024-07-26,2024-07,Referral,Retargeting,Desktop,356,180,131,88,54,1270,68580,1803.6,3702.4
2024-07-22,2024-07,Paid Ads,Brand Awareness,Tablet,499,159,58,24,7,641,4487,3676.08,22.1
2024-02-01,2024-02,Email Campaign,Brand Awareness,Desktop,423,196,103,63,29,863,25027,4176.76,499.2
2024-05-10,2024-05,Social Media,Newsletter,Desktop,388,62,24,8,2,904,1808,1085.0,66.6
2024-01-17,2024-01,Email Campaign,Retargeting,Mobile,184,66,37,19,8,938,7504,1929.18,289.0
2024-11-26,2024-11,Organic Search,Newsletter,Tablet,368,117,68,38,16,1132,18112,3128.58,478.9
2024-06-13,2024-06,Social Media,Summer Sale,Mobile,290,52,20,7,2,1751,3502,740.48,372.9
2024-10-26,2024-10,Paid Ads,Brand Awareness,Mobile,155,45,18,8,2,1243,2486,1128.15,120.4
2024-03-03,2024-03,Email Campaign,Product Launch,Desktop,312,135,68,40,17,373,6341,2528.55,150.8
2024-06-09,2024-06,Organic Search,Retargeting,Mobile,345,123,65,35,17,1263,21471,1190.64,1703.3
2024-06-20,2024-06,Organic Search,Product Launch,Desktop,417,142,79,39,18,971,17478,3503.14,398.9
2024-06-15,2024-06,Organic Search,Newsletter,Mobile,185,53,26,14,6,358,2148,1857.12,15.7
2024-03-25,2024-03,Social Media,Brand Awareness,Mobile,246,45,15,6,1,1306,1306,349.65,273.5
2024-03-23,2024-03,Paid Ads,Summer Sale,Desktop,94,26,9,3,1,1511,1511,775.58,94.8
2024-10-18,2024-10,Paid Ads,Summer Sale,Desktop,405,119,54,19,7,1117,7819,4248.3,84.1
2024-03-28,2024-03,Email Campaign,Product Launch,Mobile,362,152,88,47,23,997,22931,3217.84,612.6
2024-04-18,2024-04,Paid Ads,Brand Awareness,Mobile,378,110,42,17,5,1285,6425,2538.8,153.1
2024-02-06,2024-02,Organic Search,Product Launch,Desktop,430,131,69,38,14,1689,23646,1764.57,1240.0
2024-04-12,2024-04,Referral,Brand Awareness,Mobile,406,191,150,94,60,940,56400,4207.73,1240.4
2024-02-09,2024-02,Referral,Product Launch,Mobile,414,183,143,103,57,834,47538,3828.36,1141.7
2024-06-13,2024-06,Social Media,Brand Awareness,Mobile,471,82,26,10,3,832,2496,2672.38,-6.6
2024-01-21,2024-01,Organic Search,Retargeting,Desktop,205,66,41,19,9,901,8109,1412.4,474.1
2024-01-21,2024-01,Social Media,Brand Awareness,Mobile,84,14,5,1,0,1322,0,392.0,-100.0
2024-01-20,2024-01,Referral,Retargeting,Desktop,493,246,147,107,62,779,48298,8905.2,442.4
2024-02-03,2024-02,Organic Search,Newsletter,Mobile,377,111,52,23,9,511,4599,2242.2,105.1
2024-04-23,2024-04,Email Campaign,Summer Sale,Tablet,414,183,124,68,32,1367,43744,1215.12,3500.0
2024-04-02,2024-04,Organic Search,Retargeting,Desktop,183,60,35,16,6,1639,9834,501.0,1862.9
2024-10-09,2024-10,Paid Ads,Newsletter,Desktop,159,43,15,6,2,1037,2074,1239.26,67.4
2024-06-11,2024-06,Email Campaign,Product Launch,Mobile,331,158,91,43,20,1998,39960,2776.06,1339.5
2024-03-22,2024-03,Social Media,Newsletter,Desktop,125,23,8,2,0,1095,0,806.84,-100.0
2024-05-13,2024-05,Organic Search,Newsletter,Mobile,331,118,69,30,14,1036,14504,2429.62,497.0
2024-09-08,2024-09,Organic Search,Brand Awareness,Desktop,274,88,51,22,9,1415,12735,2418.24,426.6
2024-02-04,2024-02,Paid Ads,Newsletter,Desktop,403,108,38,18,6,1163,6978,878.04,694.7
2024-08-21,2024-08,Paid Ads,Product Launch,Desktop,365,93,37,17,7,1795,12565,1378.26,811.7
2024-06-13,2024-06,Social Media,Retargeting,Desktop,251,44,13,4,1,327,327,1277.32,-74.4
2024-07-22,2024-07,Social Media,Product Launch,Desktop,203,36,12,4,1,1174,1174,596.52,96.8
2024-08-02,2024-08,Paid Ads,Brand Awareness,Desktop,240,66,27,11,3,603,1809,2038.08,-11.2
2024-12-29,2024-12,Paid Ads,Product Launch,Mobile,450,141,48,21,7,963,6741,4775.67,41.2
2024-07-18,2024-07,Organic Search,Summer Sale,Mobile,332,119,63,26,11,1965,21615,3286.78,557.6
2024-02-14,2024-02,Social Media,Newsletter,Mobile,465,86,33,10,2,1069,2138,479.88,345.5
2024-12-08,2024-12,Paid Ads,Newsletter,Desktop,162,39,13,6,2,993,1986,1111.11,78.7
2024-12-07,2024-12,Referral,Retargeting,Mobile,476,217,165,122,81,783,63423,4272.73,1384.4
2024-04-04,2024-04,Referral,Product Launch,Desktop,337,143,86,62,31,521,16151,3483.48,363.6
2024-07-29,2024-07,Email Campaign,Summer Sale,Mobile,141,63,43,23,11,550,6050,1077.93,461.3
2024-02-11,2024-02,Paid Ads,Product Launch,Mobile,390,93,40,15,5,782,3910,1354.08,188.8
2024-03-06,2024-03,Organic Search,Newsletter,Mobile,175,55,33,15,7,1151,8057,1657.7,386.0
2024-12-13,2024-12,Social Media,Product Launch,Desktop,288,48,16,5,1,703,703,975.84,-28.0
2024-01-26,2024-01,Paid Ads,Newsletter,Desktop,376,91,36,16,6,1183,7098,808.08,778.4
2024-03-31,2024-03,Organic Search,Retargeting,Mobile,87,28,15,7,2,1560,3120,457.8,581.5
2024-11-28,2024-11,Referral,Product Launch,Desktop,138,72,52,29,15,1673,25095,1785.6,1305.4
2024-10-19,2024-10,Organic Search,Product Launch,Mobile,406,149,84,43,19,1438,27322,771.82,3439.9
2024-05-29,2024-05,Social Media,Newsletter,Mobile,449,84,29,10,2,825,1650,1788.36,-7.7
2024-05-07,2024-05,Social Media,Retargeting,Desktop,377,65,25,9,2,1272,2544,1840.8,38.2
2024-07-18,2024-07,Referral,Summer Sale,Mobile,409,209,129,84,56,840,47040,7177.06,555.4
2024-02-15,2024-02,Organic Search,Retargeting,Desktop,290,86,42,22,9,752,6768,3046.12,122.2
2024-05-06,2024-05,Social Media,Product Launch,Desktop,490,80,30,11,3,1627,4881,2306.4,111.6
2024-02-03,2024-02,Paid Ads,Newsletter,Mobile,243,63,23,8,3,851,2553,1990.8,28.2
2024-05-12,2024-05,Paid Ads,Brand Awareness,Desktop,415,106,38,15,5,1082,5410,2776.14,94.9
2024-05-22,2024-05,Social Media,Retargeting,Mobile,311,62,19,8,2,879,1758,744.62,136.1
2024-06-20,2024-06,Email Campaign,Product Launch,Mobile,364,132,79,49,24,1204,28896,3961.32,629.5
2024-03-01,2024-03,Paid Ads,Product Launch,Mobile,474,117,51,18,6,1065,6390,3808.35,67.8
2024-08-03,2024-08,Organic Search,Retargeting,Desktop,248,84,50,23,10,817,8170,1572.48,419.6
2024-07-03,2024-07,Social Media,Retargeting,Mobile,374,62,24,9,2,1171,2342,1186.68,97.4
2024-04-10,2024-04,Organic Search,Brand Awareness,Tablet,497,181,104,56,22,1087,23914,2686.04,790.3
2024-01-13,2024-01,Social Media,Summer Sale,Mobile,262,43,13,4,1,1650,1650,1461.14,12.9
2024-01-18,2024-01,Email Campaign,Summer Sale,Desktop,263,95,63,30,15,307,4605,1841.1,150.1
2024-03-29,2024-03,Organic Search,Brand Awareness,Mobile,455,154,86,40,18,613,11034,4221.14,161.4
2024-05-14,2024-05,Organic Search,Retargeting,Mobile,403,119,59,32,14,1890,26460,1094.8,2316.9
2024-06-02,2024-06,Email Campaign,Product Launch,Mobile,189,69,46,21,11,1205,13255,1890.6,601.1
2024-11-23,2024-11,Paid Ads,Brand Awareness,Mobile,431,124,49,18,6,419,2514,3278.56,-23.3
2024-12-06,2024-12,Social Media,Newsletter,Mobile,188,31,10,3,1,450,450,162.75,176.5
2024-02-23,2024-02,Paid Ads,Newsletter,Tablet,452,116,44,20,6,788,4728,3337.32,41.7
2024-05-29,2024-05,Organic Search,Newsletter,Mobile,142,39,21,9,3,1411,4233,1119.3,278.2
2024-09-18,2024-09,Paid Ads,Product Launch,Mobile,424,112,38,15,5,447,2235,1652.0,35.3
2024-07-18,2024-07,Organic Search,Brand Awareness,Mobile,417,118,69,33,14,1192,16688,1306.26,1177.5
2024-09-27,2024-09,Organic Search,Brand Awareness,Desktop,271,82,40,21,8,1154,9232,3260.32,183.2
2024-10-29,2024-10,Email Campaign,Retargeting,Tablet,192,82,55,31,16,1290,20640,1758.08,1074.0
2024-11-04,2024-11,Social Media,Brand Awareness,Desktop,125,22,7,2,0,222,0,472.34,-100.0
2024-12-03,2024-12,Email Campaign,Product Launch,Mobile,274,118,61,36,18,1765,31770,4563.06,596.2
2024-05-21,2024-05,Social Media,Summer Sale,Mobile,270,47,16,5,1,1318,1318,1661.92,-20.7
2024-09-28,2024-09,Referral,Product Launch,Desktop,367,183,126,76,46,459,21114,2827.35,646.8
2024-03-17,2024-03,Referral,Summer Sale,Mobile,285,142,105,74,38,362,13756,1725.3,697.3
2024-01-13,2024-01,Paid Ads,Newsletter,Desktop,129,36,16,7,2,954,1908,191.88,894.4
2024-09-30,2024-09,Email Campaign,Brand Awareness,Mobile,89,37,22,13,7,1349,9443,254.56,3609.5
2024-01-14,2024-01,Paid Ads,Product Launch,Desktop,153,48,21,8,3,1027,3081,1286.88,139.4
2024-11-14,2024-11,Email Campaign,Summer Sale,Desktop,344,157,94,51,25,1889,47225,2265.51,1984.5
2024-06-08,2024-06,Referral,Summer Sale,Desktop,492,264,173,99,58,1758,101964,5910.96,1625.0
2024-01-08,2024-01,Organic Search,Newsletter,Mobile,337,113,62,31,14,1282,17948,4289.48,318.4
2024-08-29,2024-08,Social Media,Brand Awareness,Mobile,347,54,20,7,2,1508,3016,2014.74,49.7
2024-01-18,2024-01,Referral,Retargeting,Mobile,178,97,66,38,25,1181,29525,2490.96,1085.3
2024-05-24,2024-05,Organic Search,Newsletter,Mobile,388,129,73,41,20,607,12140,3054.72,297.4
2024-01-25,2024-01,Organic Search,Retargeting,Mobile,438,156,80,45,23,1193,27439,3258.84,742.0
2024-07-31,2024-07,Organic Search,Summer Sale,Desktop,368,121,63,28,11,1923,21153,4420.13,378.6
2024-03-29,2024-03,Organic Search,Product Launch,Desktop,363,127,60,30,14,515,7210,3695.7,95.1
2024-10-16,2024-10,Paid Ads,Summer Sale,Mobile,157,37,13,4,1,549,549,270.84,102.7
2024-07-14,2024-07,Referral,Retargeting,Mobile,369,159,124,78,41,1141,46781,818.85,5613.0
2024-11-06,2024-11,Email Campaign,Newsletter,Desktop,356,156,83,45,25,870,21750,3483.48,524.4
2024-12-19,2024-12,Email Campaign,Summer Sale,Desktop,105,40,21,10,4,1572,6288,268.0,2246.3
2024-12-19,2024-12,Email Campaign,Summer Sale,Mobile,374,176,90,52,27,959,25893,2594.24,898.1
2024-09-23,2024-09,Social Media,Summer Sale,Mobile,450,74,28,9,2,909,1818,2053.5,-11.5
2024-04-08,2024-04,Organic Search,Brand Awareness,Desktop,319,90,45,25,12,1893,22716,3216.6,606.2
2024-12-02,2024-12,Organic Search,Brand Awareness,Desktop,351,128,67,35,15,352,5280,1166.08,352.8
2024-06-15,2024-06,Social Media,Brand Awareness,Tablet,334,55,21,8,2,1052,2104,716.65,193.6
2024-05-13,2024-05,Organic Search,Brand Awareness,Desktop,367,107,54,23,10,691,6910,2861.18,141.5
2024-07-22,2024-07,Organic Search,Product Launch,Desktop,485,149,70,38,17,531,9027,3710.1,143.3
2024-11-24,2024-11,Organic Search,Newsletter,Desktop,390,129,78,36,17,892,15164,4410.51,243.8
2024-06-24,2024-06,Organic Search,Newsletter,Mobile,342,122,73,41,17,1397,23749,2402.18,888.6
2024-09-22,2024-09,Organic Search,Retargeting,Desktop,251,73,43,22,8,1336,10688,2660.85,301.7
2024-05-16,2024-05,Organic Search,Summer Sale,Mobile,93,31,17,8,3,1264,3792,415.4,812.9
2024-04-09,2024-04,Social Media,Brand Awareness,Tablet,130,24,7,2,0,1519,0,273.6,-100.0
2024-10-25,2024-10,Email Campaign,Newsletter,Mobile,443,209,114,64,32,664,21248,2551.89,732.6
2024-02-16,2024-02,Paid Ads,Newsletter,Mobile,214,53,18,8,3,1893,5679,1506.79,276.9
2024-02-24,2024-02,Social Media,Product Launch,Mobile,296,50,17,5,1,1342,1342,839.0,60.0
2024-07-27,2024-07,Paid Ads,Product Launch,Mobile,247,71,31,14,5,356,1780,887.5,100.6
2024-04-15,2024-04,Organic Search,Product Launch,Desktop,486,173,90,45,22,1944,42768,6094.79,601.7
2024-04-08,2024-04,Organic Search,Newsletter,Tablet,251,88,44,23,11,1785,19635,590.48,3225.3
2024-11-19,2024-11,Email Campaign,Newsletter,Mobile,362,170,111,57,32,902,28864,6392.0,351.6
2024-06-22,2024-06,Referral,Summer Sale,Desktop,422,237,177,102,69,1005,69345,4299.18,1513.0
2024-08-01,2024-08,Social Media,Summer Sale,Desktop,425,74,26,10,3,887,2661,1141.82,133.0
2024-11-23,2024-11,Social Media,Retargeting,Desktop,399,64,23,9,2,638,1276,529.92,140.8
2024-08-11,2024-08,Social Media,Brand Awareness,Mobile,375,77,23,7,2,1299,2598,664.51,291.0
2024-03-24,2024-03,Social Media,Newsletter,Mobile,233,45,15,4,1,1401,1401,446.4,213.8
2024-01-01,2024-01,Social Media,Newsletter,Desktop,227,43,15,5,1,1012,1012,1488.23,-32.0
2024-02-08,2024-02,Paid Ads,Product Launch,Desktop,257,81,31,11,4,313,1252,2117.34,-40.9
2024-05-02,2024-05,Email Campaign,Summer Sale,Desktop,390,141,83,50,24,889,21336,1187.22,1697.1
2024-09-10,2024-09,Email Campaign,Product Launch,Desktop,432,188,114,69,37,817,30229,1605.52,1782.8
2024-09-21,2024-09,Social Media,Product Launch,Desktop,287,56,22,7,2,1040,2080,726.88,186.2
2024-07-06,2024-07,Organic Search,Brand Awareness,Desktop,130,39,19,9,3,451,1353,318.24,325.2
2024-04-16,2024-04,Organic Search,Retargeting,Mobile,220,76,39,21,8,1600,12800,532.76,2302.6
2024-09-21,2024-09,Organic Search,Newsletter,Desktop,340,113,61,30,12,832,9984,3788.89,163.5
2024-08-10,2024-08,Organic Search,Brand Awareness,Mobile,337,96,56,24,9,1940,17460,3435.84,408.2
2024-03-26,2024-03,Organic Search,Newsletter,Mobile,235,85,46,23,11,1092,12012,2111.4,468.9
2024-04-06,2024-04,Paid Ads,Summer Sale,Desktop,236,59,22,10,4,1417,5668,463.15,1123.8
2024-09-18,2024-09,Organic Search,Retargeting,Tablet,408,138,86,44,21,330,6930,5438.58,27.4
2024-03-09,2024-03,Email Campaign,Newsletter,Desktop,342,147,82,43,22,1273,28006,2496.06,1022.0
2024-10-23,2024-10,Organic Search,Newsletter,Tablet,294,96,58,28,13,986,12818,1342.08,855.1
2024-01-28,2024-01,Email Campaign,Brand Awareness,Desktop,498,187,111,55,25,561,14025,1780.24,687.8
2024-02-24,2024-02,Organic Search,Product Launch,Desktop,290,91,46,20,10,1288,12880,2735.46,370.9
2024-06-19,2024-06,Paid Ads,Summer Sale,Mobile,209,57,25,11,4,1326,5304,1478.58,258.7
2024-01-03,2024-01,Email Campaign,Newsletter,Desktop,109,50,30,15,8,842,6736,1324.0,408.8
2024-10-28,2024-10,Referral,Retargeting,Desktop,90,42,29,18,12,1164,13968,517.86,2597.3
2024-03-21,2024-03,Social Media,Product Launch,Tablet,482,90,27,10,2,1529,3058,2928.6,4.4
2024-08-05,2024-08,Social Media,Retargeting,Desktop,498,98,30,11,3,1477,4431,2250.08,96.9
2024-07-30,2024-07,Social Media,Newsletter,Mobile,305,54,19,6,1,1485,1485,705.24,110.6
2024-10-23,2024-10,Referral,Retargeting,Desktop,490,274,166,109,62,1633,101246,7469.24,1255.5
2024-02-26,2024-02,Email Campaign,Brand Awareness,Mobile,384,170,114,70,33,1429,47157,5018.4,839.7
2024-04-13,2024-04,Social Media,Product Launch,Desktop,97,15,4,1,0,506,0,475.65,-100.0
2024-06-17,2024-06,Social Media,Product Launch,Mobile,389,63,21,9,2,1250,2500,1717.38,45.6
2024-03-21,2024-03,Referral,Product Launch,Desktop,378,215,143,99,51,739,37689,4031.25,834.9
2024-01-05,2024-01,Email Campaign,Retargeting,Tablet,92,32,21,13,6,1448,8688,970.56,795.2
2024-06-29,2024-06,Organic Search,Brand Awareness,Mobile,414,116,72,35,16,1875,30000,2152.96,1293.4
2024-01-13,2024-01,Email Campaign,Product Launch,Tablet,335,134,81,48,24,1336,32064,3863.22,730.0
2024-12-14,2024-12,Social Media,Newsletter,Desktop,393,78,24,9,2,1520,3040,1588.08,91.4
2024-08-17,2024-08,Email Campaign,Summer Sale,Desktop,379,170,92,54,30,1648,49440,4481.2,1003.3
2024-11-04,2024-11,Paid Ads,Brand Awareness,Desktop,170,47,21,9,3,1730,5190,910.86,469.8
2024-07-07,2024-07,Paid Ads,Brand Awareness,Mobile,427,121,46,20,7,867,6069,2090.88,190.3
2024-06-13,2024-06,Paid Ads,Summer Sale,Desktop,150,45,20,8,3,1921,5763,779.4,639.4
2024-09-11,2024-09,Paid Ads,Product Launch,Mobile,244,59,23,9,3,1072,3216,620.68,418.1
2024-05-24,2024-05,Email Campaign,Brand Awareness,Desktop,218,81,42,23,13,1656,21528,1476.63,1357.9
2024-05-12,2024-05,Organic Search,Retargeting,Mobile,393,128,72,39,19,1443,27417,4222.72,549.3
2024-04-14,2024-04,Paid Ads,Newsletter,Mobile,205,57,22,8,3,703,2109,964.44,118.7
2024-09-06,2024-09,Social Media,Brand Awareness,Mobile,360,63,23,8,2,982,1964,1279.53,53.5
2024-12-09,2024-12,Referral,Newsletter,Desktop,413,193,140,89,60,1346,80760,5008.35,1512.5
2024-10-24,2024-10,Paid Ads,Brand Awareness,Desktop,270,83,35,14,5,1793,8965,2806.23,219.5
2024-11-10,2024-11,Organic Search,Retargeting,Desktop,196,54,30,12,5,1495,7475,2023.92,269.3
2024-03-18,2024-03,Paid Ads,Brand Awareness,Mobile,309,77,27,9,3,587,1761,427.35,312.1
2024-01-24,2024-01,Organic Search,Retargeting,Mobile,499,164,82,41,16,620,9920,864.28,1047.8
2024-12-04,2024-12,Organic Search,Summer Sale,Mobile,442,154,91,51,22,810,17820,1627.78,994.7
2024-03-31,2024-03,Organic Search,Retargeting,Desktop,149,44,22,9,4,1857,7428,1082.84,586.0
2024-01-18,2024-01,Referral,Summer Sale,Desktop,445,249,150,102,58,546,31668,8448.57,274.8
2024-09-20,2024-09,Email Campaign,Product Launch,Mobile,327,127,79,48,24,707,16968,2228.85,661.3
2024-07-15,2024-07,Paid Ads,Summer Sale,Desktop,149,44,15,6,2,433,866,1393.04,-37.8
2024-07-27,2024-07,Referral,Retargeting,Mobile,308,165,98,64,41,1107,45387,2339.7,1839.9
2024-11-23,2024-11,Paid Ads,Brand Awareness,Mobile,144,36,15,5,2,823,1646,1150.56,43.1
2024-03-07,2024-03,Social Media,Summer Sale,Desktop,314,59,23,8,2,846,1692,633.66,167.0
2024-05-01,2024-05,Referral,Newsletter,Mobile,464,225,156,102,67,429,28743,4585.5,526.8
2024-04-09,2024-04,Paid Ads,Brand Awareness,Desktop,124,39,16,6,2,651,1302,442.26,194.4
2024-09-04,2024-09,Email Campaign,Brand Awareness,Desktop,105,46,24,14,7,1569,10983,931.5,1079.1
2024-03-26,2024-03,Organic Search,Newsletter,Desktop,201,68,32,17,7,1021,7147,1577.6,353.0
2024-04-22,2024-04,Organic Search,Brand Awareness,Tablet,434,137,76,39,15,881,13215,3741.47,253.2
2024-06-03,2024-06,Email Campaign,Product Launch,Desktop,83,38,21,12,6,1721,10326,851.96,1112.0
2024-01-26,2024-01,Organic Search,Summer Sale,Mobile,250,75,42,20,8,850,6800,2410.5,182.1
2024-11-12,2024-11,Social Media,Product Launch,Mobile,219,40,14,5,1,1214,1214,1042.0,16.5
2024-06-16,2024-06,Social Media,Brand Awareness,Mobile,231,37,14,5,1,1453,1453,839.53,73.1
2024-06-23,2024-06,Organic Search,Brand Awareness,Mobile,345,105,60,31,14,1883,26362,758.1,3377.4
2024-09-23,2024-09,Email Campaign,Product Launch,Desktop,422,167,110,53,29,1694,49126,4637.59,959.3
2024-10-18,2024-10,Social Media,Newsletter,Mobile,89,15,4,1,0,792,0,298.65,-100.0
2024-11-23,2024-11,Paid Ads,Product Launch,Desktop,221,52,17,7,3,1945,5835,1430.52,307.9
2024-01-22,2024-01,Referral,Retargeting,Desktop,445,252,154,111,72,1551,111672,8462.16,1219.7
2024-04-01,2024-04,Organic Search,Retargeting,Mobile,457,151,83,45,22,1341,29502,4690.06,529.0
2024-11-20,2024-11,Email Campaign,Product Launch,Desktop,492,183,109,63,31,928,28768,2415.6,1090.9
2024-10-02,2024-10,Social Media,Retargeting,Desktop,159,31,10,4,1,1841,1841,1232.87,49.3
2024-11-23,2024-11,Paid Ads,Retargeting,Desktop,105,33,12,4,1,901,901,1259.28,-28.5
2024-11-23,2024-11,Paid Ads,Retargeting,Desktop,363,90,38,15,6,460,2760,2924.1,-5.6
2024-02-12,2024-02,Social Media,Product Launch,Desktop,408,69,25,10,3,1197,3591,1480.05,142.6
2024-06-18,2024-06,Paid Ads,Newsletter,Mobile,485,120,49,18,7,1393,9751,2110.8,362.0
2024-06-24,2024-06,Email Campaign,Retargeting,Desktop,139,53,34,20,10,1248,12480,528.41,2261.8
2024-10-31,2024-10,Organic Search,Newsletter,Desktop,113,34,17,8,3,1361,4083,974.78,318.9
2024-10-16,2024-10,Social Media,Retargeting,Desktop,482,93,31,12,3,933,2799,1473.12,90.0
2024-06-29,2024-06,Organic Search,Product Launch,Mobile,327,106,55,29,12,1855,22260,3688.8,503.4
2024-04-25,2024-04,Paid Ads,Brand Awareness,Mobile,240,62,22,8,2,1532,3064,662.78,362.3
2024-02-23,2024-02,Email Campaign,Summer Sale,Desktop,227,86,47,25,13,220,2860,743.9,284.5
2024-05-25,2024-05,Paid Ads,Newsletter,Mobile,470,140,52,25,9,1541,13869,5374.6,158.0
2024-12-27,2024-12,Organic Search,Brand Awareness,Desktop,157,55,30,15,7,1789,12523,1233.65,915.1
2024-06-14,2024-06,Paid Ads,Retargeting,Desktop,475,115,47,21,8,201,1608,3286.7,-51.1
2024-03-11,2024-03,Social Media,Retargeting,Mobile,148,23,7,2,0,1493,0,678.27,-100.0
2024-04-29,2024-04,Paid Ads,Newsletter,Desktop,167,51,21,8,3,1743,5229,1060.29,393.2
2024-01-22,2024-01,Social Media,Retargeting,Desktop,246,43,13,4,1,1554,1554,357.33,334.9
2024-09-04,2024-09,Organic Search,Product Launch,Desktop,491,148,90,43,20,672,13440,5100.08,163.5
2024-04-18,2024-04,Organic Search,Summer Sale,Desktop,320,99,57,26,11,316,3476,3958.02,-12.2
2024-03-14,2024-03,Email Campaign,Retargeting,Tablet,251,109,70,38,18,1151,20718,2078.63,896.7
2024-04-29,2024-04,Social Media,Newsletter,Desktop,310,53,16,5,1,232,232,1935.56,-88.0
